# Matter power spectrum P(k) at redshift z=0
# for k=2.09641e-07 to 10.5177 h/Mpc,
# number of wavenumbers equal to 139
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       8.908982018538e-02       7.141151274901e+03 
       9.234843965107e-02       6.678692541020e+03 
       9.567274436247e-02       6.252650781266e+03 
       9.907072708630e-02       5.872921729431e+03 
       1.025498337845e-01       5.545542916786e+03 
       1.061171110775e-01       5.272126258481e+03 
       1.097793144533e-01       5.049541983881e+03 
       1.135429885550e-01       4.870006361169e+03 
       1.174145271920e-01       4.721618838181e+03 
       1.214002183826e-01       4.589360643347e+03 
       1.255062782097e-01       4.456877005053e+03 
       1.297388762764e-01       4.308977169613e+03 
       1.341041548796e-01       4.134594990736e+03 
       1.386082435790e-01       3.929427764587e+03 
       1.432572705452e-01       3.697333516014e+03 
       1.480573718765e-01       3.449715304902e+03 
       1.530146999482e-01       3.202857437821e+03 
       1.581354317780e-01       2.973935453158e+03 
       1.634257783434e-01       2.776687459928e+03 
       1.688919957514e-01       2.617972128860e+03 
       1.745403991458e-01       2.496039854167e+03 
       1.803773802205e-01       2.400873728533e+03 
       1.864094292000e-01       2.317531354577e+03 
       1.926431621444e-01       2.228717153244e+03 
       1.990853544376e-01       2.121313468617e+03 
       2.057429813329e-01       1.993066239258e+03 
       2.126232664610e-01       1.852628624011e+03 
       2.197337392656e-01       1.714794179346e+03 
       2.270823024284e-01       1.593395596954e+03 
       2.346773104950e-01       1.495763331583e+03 
       2.425276611310e-01       1.420064129029e+03 
       2.506429007431e-01       1.356175769121e+03 
       2.590333466234e-01       1.291070108834e+03 
       2.677102283406e-01       1.216363999039e+03 
       2.766858518586e-01       1.132999549285e+03 
       2.859737908657e-01       1.049986584059e+03 
       2.955891111205e-01       9.773484446639e+02 
       3.055486353753e-01       9.183379346312e+02 
       3.158712587736e-01       8.680874167473e+02 
       3.265783277560e-01       8.184575616995e+02 
       3.376940997617e-01       7.648516618704e+02 
       3.492463068487e-01       7.098826918238e+02 
       3.612668544767e-01       6.594429071141e+02 
       3.737926981426e-01       6.162341591296e+02 
       3.868669569768e-01       5.771260835827e+02 
       4.005403473359e-01       5.379077697067e+02 
       4.148730549688e-01       4.983542689178e+02 
       4.299372181969e-01       4.613117191233e+02 
       4.458202780087e-01       4.279283643663e+02 
       4.626295834809e-01       3.964355825708e+02 
       4.804988571164e-01       3.652210314704e+02 
       4.995974881772e-01       3.354285159099e+02 
       5.201442543674e-01       3.078385863791e+02 
       5.424282149328e-01       2.810512447956e+02 
       5.668416750153e-01       2.551195961662e+02 
       5.939343975100e-01       2.303872674324e+02 
       6.245072064201e-01       2.061781850774e+02 
       6.597831560388e-01       1.825503608961e+02 
       7.017423682681e-01       1.590928411568e+02 
       7.538293271796e-01       1.355235574292e+02 
       8.225673879099e-01       1.113409382287e+02 
       9.213734086666e-01       8.609512940785e+01 
       1.077628226374e+00       6.016572346017e+01 
       1.326331848559e+00       3.713523708650e+01 
       1.666991488365e+00       2.154613930112e+01 
       2.098565628800e+00       1.226658925226e+01 
       2.641937404249e+00       6.887913453024e+00 
       3.326002134477e+00       3.818533268866e+00 
       4.187188606775e+00       2.094893246944e+00 
       5.271358141043e+00       1.143134435989e+00 
       6.636246718428e+00       6.241558334597e-01 
       8.354539632764e+00       3.420933960309e-01 
       1.051774224753e+01       1.876518570893e-01 
