# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1485       1.024956504556e-10       1.382906669151e-12      -6.210342482055e-13       0.000000000000e+00       1.133939244372e-15       4.134967560151e-16       5.764957490466e-18 
 1486       1.021075932423e-10       1.390695431727e-12      -5.376128227835e-13       0.000000000000e+00       1.130728427865e-15       4.109496953694e-16       6.352825820753e-18 
 1487       1.017144334084e-10       1.398884141443e-12      -4.553558678362e-13       0.000000000000e+00       1.127528238744e-15       4.083506231668e-16       6.936819570782e-18 
 1488       1.013162883160e-10       1.407466022206e-12      -3.742807023014e-13       0.000000000000e+00       1.124338644097e-15       4.057015924912e-16       7.516903702896e-18 
 1489       1.009132760278e-10       1.416434255179e-12      -2.944047168323e-13       0.000000000000e+00       1.121159610542e-15       4.030046682265e-16       8.093043071126e-18 
 1490       1.005055153075e-10       1.425781978704e-12      -2.157453739057e-13       0.000000000000e+00       1.117991104221e-15       4.002619270763e-16       8.665202421057e-18 
 1491       1.000931256216e-10       1.435502288229e-12      -1.383202079296e-13       0.000000000000e+00       1.114833090808e-15       3.974754575848e-16       9.233346389699e-18 
 1492       9.967622714034e-11       1.445588236231e-12      -6.214682535063e-14       0.000000000000e+00       1.111685535497e-15       3.946473601563e-16       9.797439505350e-18 
 1493       9.925494073881e-11       1.456032832144e-12       1.275709523762e-14       0.000000000000e+00       1.108548403010e-15       3.917797470759e-16       1.035744618747e-17 
 1494       9.882938799846e-11       1.466829042278e-12       8.637380298730e-14       0.000000000000e+00       1.105421657591e-15       3.888747425295e-16       1.091333074654e-17 
 1495       9.839969120808e-11       1.477969789750e-12       1.586854746884e-13       0.000000000000e+00       1.102305263008e-15       3.859344826241e-16       1.146505738393e-17 
 1496       9.796597336509e-11       1.489447954405e-12       2.296742146611e-13       0.000000000000e+00       1.099199182549e-15       3.829611154079e-16       1.201259019179e-17 
 1497       9.752835817676e-11       1.501256372740e-12       2.993220546477e-13       0.000000000000e+00       1.096103379025e-15       3.799568008907e-16       1.255589315288e-17 
 1498       9.708697006137e-11       1.513387837833e-12       3.676109537055e-13       0.000000000000e+00       1.093017814762e-15       3.769237110639e-16       1.309493014047e-17 
 1499       9.664193414947e-11       1.525835099264e-12       4.345227980983e-13       0.000000000000e+00       1.089942451610e-15       3.738640299209e-16       1.362966491818e-17 
 1500       9.619337628506e-11       1.538590863041e-12       5.000394011893e-13       0.000000000000e+00       1.086877250933e-15       3.707799534771e-16       1.416006113987e-17 
 1501       9.574142302683e-11       1.551647791524e-12       5.641425033329e-13       0.000000000000e+00       1.083822173612e-15       3.676736897903e-16       1.468608234951e-17 
 1502       9.528620164933e-11       1.564998503351e-12       6.268137717673e-13       0.000000000000e+00       1.080777180045e-15       3.645474589810e-16       1.520769198101e-17 
 1503       9.482784014421e-11       1.578635573362e-12       6.880348005064e-13       0.000000000000e+00       1.077742230144e-15       3.614034932521e-16       1.572485335815e-17 
 1504       9.436646722141e-11       1.592551532523e-12       7.477871102325e-13       0.000000000000e+00       1.074717283335e-15       3.582440369099e-16       1.623752969438e-17 
 1505       9.390221231040e-11       1.606738867854e-12       8.060521481880e-13       0.000000000000e+00       1.071702298554e-15       3.550713463836e-16       1.674568409275e-17 
 1506       9.343520556135e-11       1.621190022349e-12       8.628112880682e-13       0.000000000000e+00       1.068697234252e-15       3.518876902460e-16       1.724927954572e-17 
 1507       9.296557784637e-11       1.635897394905e-12       9.180458299133e-13       0.000000000000e+00       1.065702048390e-15       3.486953492332e-16       1.774827893507e-17 
 1508       9.249346076071e-11       1.650853340243e-12       9.717370000004e-13       0.000000000000e+00       1.062716698437e-15       3.454966162654e-16       1.824264503176e-17 
 1509       9.201898662397e-11       1.666050168835e-12       1.023865950736e-12       0.000000000000e+00       1.059741141371e-15       3.422937964668e-16       1.873234049579e-17 
 1510       9.154228848130e-11       1.681480146829e-12       1.074413760549e-12       0.000000000000e+00       1.056775333679e-15       3.390892071858e-16       1.921732787605e-17 
 1511       9.106350010464e-11       1.697135495974e-12       1.123361433782e-12       0.000000000000e+00       1.053819231353e-15       3.358851780153e-16       1.969756961022e-17 
 1512       9.058275599389e-11       1.713008393542e-12       1.170689900582e-12       0.000000000000e+00       1.050872789893e-15       3.326840508129e-16       2.017302802463e-17 
 1513       9.010019137816e-11       1.729090972256e-12       1.216380016798e-12       0.000000000000e+00       1.047935964301e-15       3.294881797209e-16       2.064366533412e-17 
 1514       8.961594221693e-11       1.745375320212e-12       1.260412563866e-12       0.000000000000e+00       1.045008709083e-15       3.262999311869e-16       2.110944364189e-17 
 1515       8.913014520133e-11       1.761853480806e-12       1.302768248706e-12       0.000000000000e+00       1.042090978250e-15       3.231216839838e-16       2.157032493942e-17 
 1516       8.864293775527e-11       1.778517452659e-12       1.343427703616e-12       0.000000000000e+00       1.039182725313e-15       3.199558292299e-16       2.202627110628e-17 
 1517       8.815445803672e-11       1.795359189537e-12       1.382371486157e-12       0.000000000000e+00       1.036283903283e-15       3.168047704093e-16       2.247724391004e-17 
 1518       8.766484493887e-11       1.812370600284e-12       1.419580079054e-12       0.000000000000e+00       1.033394464671e-15       3.136709233922e-16       2.292320500609e-17 
 1519       8.717423307611e-11       1.829543598495e-12       1.455038305991e-12       0.000000000000e+00       1.030514365396e-15       3.105563441527e-16       2.336412079044e-17 
 1520       8.668273768668e-11       1.846870252236e-12       1.488748625754e-12       0.000000000000e+00       1.027643576549e-15       3.074616079614e-16       2.379997700921e-17 
 1521       8.619046958700e-11       1.864342635623e-12       1.520717965895e-12       0.000000000000e+00       1.024782072738e-15       3.043869194405e-16       2.423076428950e-17 
 1522       8.569754017475e-11       1.881952779117e-12       1.550953318556e-12       0.000000000000e+00       1.021929828190e-15       3.013324838874e-16       2.465647329948e-17 
 1523       8.520406142981e-11       1.899692669454e-12       1.579461740590e-12       0.000000000000e+00       1.019086816753e-15       2.982985072752e-16       2.507709474841e-17 
 1524       8.471014591515e-11       1.917554249575e-12       1.606250353690e-12       0.000000000000e+00       1.016253011892e-15       2.952851962539e-16       2.549261938685e-17 
 1525       8.421590677786e-11       1.935529418552e-12       1.631326344501e-12       0.000000000000e+00       1.013428386688e-15       2.922927581511e-16       2.590303800673e-17 
 1526       8.372145775005e-11       1.953610031511e-12       1.654696964751e-12       0.000000000000e+00       1.010612913838e-15       2.893214009731e-16       2.630834144148e-17 
 1527       8.322691314979e-11       1.971787899566e-12       1.676369531366e-12       0.000000000000e+00       1.007806565657e-15       2.863713334052e-16       2.670852056616e-17 
 1528       8.273238788210e-11       1.990054789742e-12       1.696351426595e-12       0.000000000000e+00       1.005009314074e-15       2.834427648134e-16       2.710356629758e-17 
 1529       8.223799743989e-11       2.008402424903e-12       1.714650098131e-12       0.000000000000e+00       1.002221130629e-15       2.805359052444e-16       2.749346959439e-17 
 1530       8.174385790487e-11       2.026822483683e-12       1.731273059231e-12       0.000000000000e+00       9.994419864786e-16       2.776509654272e-16       2.787822145724e-17 
 1531       8.125008594855e-11       2.045306600406e-12       1.746227888843e-12       0.000000000000e+00       9.966718523906e-16       2.747881567734e-16       2.825781292887e-17 
 1532       8.075679883315e-11       2.063846365020e-12       1.759522231721e-12       0.000000000000e+00       9.939106987441e-16       2.719476913782e-16       2.863223509427e-17 
 1533       8.026411441258e-11       2.082433323021e-12       1.771163798553e-12       0.000000000000e+00       9.911584955291e-16       2.691297820218e-16       2.900147908073e-17 
 1534       7.977215113336e-11       2.101058975383e-12       1.781160366077e-12       0.000000000000e+00       9.884152123456e-16       2.663346421693e-16       2.936553605804e-17 
 1535       7.928102803560e-11       2.119714778482e-12       1.789519777207e-12       0.000000000000e+00       9.856808184029e-16       2.635624859724e-16       2.972439723856e-17 
 1536       7.879086475393e-11       2.138392144024e-12       1.796249941153e-12       0.000000000000e+00       9.829552825184e-16       2.608135282699e-16       3.007805387734e-17 
 1537       7.830178151846e-11       2.157082438976e-12       1.801358833545e-12       0.000000000000e+00       9.802385731175e-16       2.580879845885e-16       3.042649727227e-17 
 1538       7.781389915569e-11       2.175776985488e-12       1.804854496548e-12       0.000000000000e+00       9.775306582320e-16       2.553860711438e-16       3.076971876416e-17 
 1539       7.732733908954e-11       2.194467060824e-12       1.806745038995e-12       0.000000000000e+00       9.748315055001e-16       2.527080048411e-16       3.110770973692e-17 
 1540       7.684222334221e-11       2.213143897289e-12       1.807038636497e-12       0.000000000000e+00       9.721410821648e-16       2.500540032765e-16       3.144046161759e-17 
 1541       7.635867453520e-11       2.231798682155e-12       1.805743531573e-12       0.000000000000e+00       9.694593550739e-16       2.474242847374e-16       3.176796587656e-17 
 1542       7.587681589021e-11       2.250422557588e-12       1.802868033768e-12       0.000000000000e+00       9.667862906787e-16       2.448190682034e-16       3.209021402761e-17 
 1543       7.539677123012e-11       2.269006620576e-12       1.798420519777e-12       0.000000000000e+00       9.641218550333e-16       2.422385733475e-16       3.240719762808e-17 
 1544       7.491866497993e-11       2.287541922860e-12       1.792409433563e-12       0.000000000000e+00       9.614660137938e-16       2.396830205366e-16       3.271890827896e-17 
 1545       7.444262216769e-11       2.306019470854e-12       1.784843286483e-12       0.000000000000e+00       9.588187322179e-16       2.371526308326e-16       3.302533762502e-17 
 1546       7.396876842548e-11       2.324430225578e-12       1.775730657408e-12       0.000000000000e+00       9.561799751633e-16       2.346476259930e-16       3.332647735494e-17 
 1547       7.349722999036e-11       2.342765102584e-12       1.765080192844e-12       0.000000000000e+00       9.535497070877e-16       2.321682284723e-16       3.362231920142e-17 
 1548       7.302813370528e-11       2.361014971881e-12       1.752900607056e-12       0.000000000000e+00       9.509278920476e-16       2.297146614220e-16       3.391285494130e-17 
 1549       7.256160702007e-11       2.379170657866e-12       1.739200682185e-12       0.000000000000e+00       9.483144936975e-16       2.272871486924e-16       3.419807639568e-17 
 1550       7.209777799237e-11       2.397222939250e-12       1.723989268376e-12       0.000000000000e+00       9.457094752895e-16       2.248859148328e-16       3.447797543003e-17 
 1551       7.163677528858e-11       2.415162548983e-12       1.707275283896e-12       0.000000000000e+00       9.431127996717e-16       2.225111850926e-16       3.475254395434e-17 
 1552       7.117872818482e-11       2.432980174186e-12       1.689067715257e-12       0.000000000000e+00       9.405244292885e-16       2.201631854221e-16       3.502177392322e-17 
 1553       7.072376656787e-11       2.450666456071e-12       1.669375617336e-12       0.000000000000e+00       9.379443261788e-16       2.178421424736e-16       3.528565733599e-17 
 1554       7.027202093611e-11       2.468211989879e-12       1.648208113500e-12       0.000000000000e+00       9.353724519757e-16       2.155482836018e-16       3.554418623688e-17 
 1555       6.982362240050e-11       2.485607324796e-12       1.625574395723e-12       0.000000000000e+00       9.328087679059e-16       2.132818368653e-16       3.579735271505e-17 
 1556       6.937870268550e-11       2.502842963889e-12       1.601483724713e-12       0.000000000000e+00       9.302532347884e-16       2.110430310266e-16       3.604514890480e-17 
 1557       6.893739413002e-11       2.519909364028e-12       1.575945430032e-12       0.000000000000e+00       9.277058130340e-16       2.088320955540e-16       3.628756698563e-17 
 1558       6.849981576410e-11       2.536797743397e-12       1.548971238848e-12       0.000000000000e+00       9.251664658256e-16       2.066490834585e-16       3.652460225370e-17 
 1559       6.806603139389e-11       2.553502512460e-12       1.520582285881e-12       0.000000000000e+00       9.226351686929e-16       2.044933379866e-16       3.675626236743e-17 
 1560       6.763609112503e-11       2.570018865673e-12       1.490802169518e-12       0.000000000000e+00       9.201119000262e-16       2.023640209222e-16       3.698255818893e-17 
 1561       6.721004525142e-11       2.586341975943e-12       1.459654629388e-12       0.000000000000e+00       9.175966379023e-16       2.002602892876e-16       3.720350072087e-17 
 1562       6.678794425557e-11       2.602466994596e-12       1.427163546604e-12       0.000000000000e+00       9.150893600845e-16       1.981812953355e-16       3.741910110671e-17 
 1563       6.636983880879e-11       2.618389051342e-12       1.393352943993e-12       0.000000000000e+00       9.125900440214e-16       1.961261865412e-16       3.762937063099e-17 
 1564       6.595577977148e-11       2.634103254243e-12       1.358246986339e-12       0.000000000000e+00       9.100986668466e-16       1.940941055943e-16       3.783432071960e-17 
 1565       6.554581819339e-11       2.649604689682e-12       1.321869980615e-12       0.000000000000e+00       9.076152053779e-16       1.920841903914e-16       3.803396294006e-17 
 1566       6.514000531388e-11       2.664888422329e-12       1.284246376223e-12       0.000000000000e+00       9.051396361170e-16       1.900955740280e-16       3.822830900177e-17 
 1567       6.473839256217e-11       2.679949495105e-12       1.245400765230e-12       0.000000000000e+00       9.026719352482e-16       1.881273847902e-16       3.841737075632e-17 
 1568       6.434103155765e-11       2.694782929157e-12       1.205357882601e-12       0.000000000000e+00       9.002120786386e-16       1.861787461476e-16       3.860116019772e-17 
 1569       6.394797411006e-11       2.709383723816e-12       1.164142606444e-12       0.000000000000e+00       8.977600418366e-16       1.842487767447e-16       3.877968946267e-17 
 1570       6.355927221983e-11       2.723746856572e-12       1.121779958240e-12       0.000000000000e+00       8.953158000721e-16       1.823365903932e-16       3.895297083090e-17 
 1571       6.317497807827e-11       2.737867283037e-12       1.078295103080e-12       0.000000000000e+00       8.928793282551e-16       1.804412960645e-16       3.912101672534e-17 
 1572       6.279514406790e-11       2.751739936913e-12       1.033713349906e-12       0.000000000000e+00       8.904506009759e-16       1.785619978812e-16       3.928383971248e-17 
 1573       6.241982276267e-11       2.765359729959e-12       9.880601517460e-13       0.000000000000e+00       8.880295925034e-16       1.766977951098e-16       3.944145250258e-17 
 1574       6.204906692823e-11       2.778721551959e-12       9.413611059477e-13       0.000000000000e+00       8.856162767856e-16       1.748477821522e-16       3.959386795000e-17 
 1575       6.168292952219e-11       2.791820270690e-12       8.936419544197e-13       0.000000000000e+00       8.832106274480e-16       1.730110485383e-16       3.974109905340e-17 
 1576       6.132146369439e-11       2.804650731887e-12       8.449285838661e-13       0.000000000000e+00       8.808126177938e-16       1.711866789180e-16       3.988315895608e-17 
 1577       6.096472278714e-11       2.817207759213e-12       7.952470260235e-13       0.000000000000e+00       8.784222208026e-16       1.693737530531e-16       4.002006094620e-17 
 1578       6.061276033551e-11       2.829486154221e-12       7.446234578982e-13       0.000000000000e+00       8.760394091299e-16       1.675713458097e-16       4.015181845710e-17 
 1579       6.026563006759e-11       2.841480696329e-12       6.930842020028e-13       0.000000000000e+00       8.736641551070e-16       1.657785271501e-16       4.027844506751e-17 
 1580       5.992338590471e-11       2.853186142781e-12       6.406557265930e-13       0.000000000000e+00       8.712964307395e-16       1.639943621251e-16       4.039995450190e-17 
 1581       5.958608196174e-11       2.864597228617e-12       5.873646459044e-13       0.000000000000e+00       8.689362077074e-16       1.622179108657e-16       4.051636063066e-17 
 1582       5.925377254736e-11       2.875708666638e-12       5.332377203893e-13       0.000000000000e+00       8.665834573642e-16       1.604482285757e-16       4.062767747047e-17 
 1583       5.892651216429e-11       2.886515147378e-12       4.783018569537e-13       0.000000000000e+00       8.642381507360e-16       1.586843655238e-16       4.073391918448e-17 
 1584       5.860435550955e-11       2.897011339064e-12       4.225841091938e-13       0.000000000000e+00       8.619002585214e-16       1.569253670351e-16       4.083510008265e-17 
 1585       5.828735747476e-11       2.907191887591e-12       3.661116776331e-13       0.000000000000e+00       8.595697510904e-16       1.551702734840e-16       4.093123462199e-17 
 1586       5.797557314637e-11       2.917051416483e-12       3.089119099590e-13       0.000000000000e+00       8.572465984840e-16       1.534181202857e-16       4.102233740682e-17 
 1587       5.766905780592e-11       2.926584526863e-12       2.510123012596e-13       0.000000000000e+00       8.549307704134e-16       1.516679378887e-16       4.110842318908e-17 
 1588       5.736786693032e-11       2.935785797421e-12       1.924404942609e-13       0.000000000000e+00       8.526222362597e-16       1.499187517667e-16       4.118950686858e-17 
 1589       5.707205619210e-11       2.944649784380e-12       1.332242795629e-13       0.000000000000e+00       8.503209650729e-16       1.481695824107e-16       4.126560349325e-17 
 1590       5.678168145967e-11       2.953171021463e-12       7.339159587717e-14       0.000000000000e+00       8.480269255713e-16       1.464194453214e-16       4.133672825945e-17 
 1591       5.649679879758e-11       2.961344019861e-12       1.297053026306e-14       0.000000000000e+00       8.457400861412e-16       1.446673510009e-16       4.140289651223e-17 
 1592       5.621746446679e-11       2.969163268199e-12      -4.801068163515e-14       0.000000000000e+00       8.434604148358e-16       1.429123049450e-16       4.146412374558e-17 
 1593       5.594373492494e-11       2.976623232504e-12      -1.095236553515e-13       0.000000000000e+00       8.411878793750e-16       1.411533076355e-16       4.152042560273e-17 
 1594       5.567566682657e-11       2.983718356175e-12      -1.715398573618e-13       0.000000000000e+00       8.389224471445e-16       1.393893545319e-16       4.157181787642e-17 
 1595       5.541331702344e-11       2.990443059944e-12      -2.340306048462e-13       0.000000000000e+00       8.366640851952e-16       1.376194360638e-16       4.161831650913e-17 
 1596       5.515674256474e-11       2.996791741850e-12      -2.969670654532e-13       0.000000000000e+00       8.344127602425e-16       1.358425376230e-16       4.165993759341e-17 
 1597       5.490598676721e-11       3.002759813246e-12      -3.603209654399e-13       0.000000000000e+00       8.321684412776e-16       1.340578893570e-16       4.169669961509e-17 
 1598       5.466103728531e-11       3.008346817291e-12      -4.240667216659e-13       0.000000000000e+00       8.299311074275e-16       1.322657180677e-16       4.172863020489e-17 
 1599       5.442186765747e-11       3.013553338960e-12      -4.881793286577e-13       0.000000000000e+00       8.277007401656e-16       1.304665021849e-16       4.175575944922e-17 
 1600       5.418845120101e-11       3.018379971609e-12      -5.526336518007e-13       0.000000000000e+00       8.254773207060e-16       1.286607225934e-16       4.177811765315e-17 
 1601       5.396076101174e-11       3.022827316994e-12      -6.174044271352e-13       0.000000000000e+00       8.232608300031e-16       1.268488626370e-16       4.179573534086e-17 
 1602       5.373876996359e-11       3.026895985278e-12      -6.824662611532e-13       0.000000000000e+00       8.210512487508e-16       1.250314081223e-16       4.180864325595e-17 
 1603       5.352245070818e-11       3.030586595057e-12      -7.477936305946e-13       0.000000000000e+00       8.188485573825e-16       1.232088473227e-16       4.181687236185e-17 
 1604       5.331177567445e-11       3.033899773369e-12      -8.133608822442e-13       0.000000000000e+00       8.166527360699e-16       1.213816709822e-16       4.182045384219e-17 
 1605       5.310671706826e-11       3.036836155715e-12      -8.791422327275e-13       0.000000000000e+00       8.144637647230e-16       1.195503723193e-16       4.181941910120e-17 
 1606       5.290724687201e-11       3.039396386070e-12      -9.451117683079e-13       0.000000000000e+00       8.122816229897e-16       1.177154470304e-16       4.181379976402e-17 
 1607       5.271333684421e-11       3.041581116902e-12      -1.011243444683e-12       0.000000000000e+00       8.101062902548e-16       1.158773932946e-16       4.180362767717e-17 
 1608       5.252495851913e-11       3.043391009188e-12      -1.077511086780e-12       0.000000000000e+00       8.079377456396e-16       1.140367117765e-16       4.178893490886e-17 
 1609       5.234208320638e-11       3.044826732429e-12      -1.143888388555e-12       0.000000000000e+00       8.057759680018e-16       1.121939056309e-16       4.176975374938e-17 
 1610       5.216468199051e-11       3.045888964665e-12      -1.210348912786e-12       0.000000000000e+00       8.036209359346e-16       1.103494805061e-16       4.174611671148e-17 
 1611       5.199272573066e-11       3.046578392494e-12      -1.276866090871e-12       0.000000000000e+00       8.014726277662e-16       1.085039445481e-16       4.171805653079e-17 
 1612       5.182618506011e-11       3.046895711084e-12      -1.343413222627e-12       0.000000000000e+00       7.993310215594e-16       1.066578084042e-16       4.168560616610e-17 
 1613       5.166503038592e-11       3.046841624195e-12      -1.409963476082e-12       0.000000000000e+00       7.971960951113e-16       1.048115852271e-16       4.164879879985e-17 
 1614       5.150923188852e-11       3.046416844186e-12      -1.476489887273e-12       0.000000000000e+00       7.950678259522e-16       1.029657906786e-16       4.160766783842e-17 
 1615       5.135875952133e-11       3.045622092039e-12      -1.542965360044e-12       0.000000000000e+00       7.929461913457e-16       1.011209429333e-16       4.156224691254e-17 
 1616       5.121358301037e-11       3.044458097371e-12      -1.609362665843e-12       0.000000000000e+00       7.908311682878e-16       9.927756268304e-17       4.151256987768e-17 
 1617       5.107367185385e-11       3.042925598451e-12      -1.675654443515e-12       0.000000000000e+00       7.887227335065e-16       9.743617314002e-17       4.145867081442e-17 
 1618       5.093899532178e-11       3.041025342217e-12      -1.741813199102e-12       0.000000000000e+00       7.866208634615e-16       9.559730004113e-17       4.140058402879e-17 
 1619       5.080952245558e-11       3.038758084288e-12      -1.807811305637e-12       0.000000000000e+00       7.845255343433e-16       9.376147165167e-17       4.133834405271e-17 
 1620       5.068522206769e-11       3.036124588985e-12      -1.873621002941e-12       0.000000000000e+00       7.824367220730e-16       9.192921876921e-17       4.127198564432e-17 
 1621       5.056606274118e-11       3.033125629343e-12      -1.939214397423e-12       0.000000000000e+00       7.803544023015e-16       9.010107472744e-17       4.120154378837e-17 
 1622       5.045201282933e-11       3.029761987131e-12      -2.004563461870e-12       0.000000000000e+00       7.782785504093e-16       8.827757540004e-17       4.112705369662e-17 
 1623       5.034304045527e-11       3.026034452864e-12      -2.069640035250e-12       0.000000000000e+00       7.762091415059e-16       8.645925920454e-17       4.104855080817e-17 
 1624       5.023911351156e-11       3.021943825819e-12      -2.134415822504e-12       0.000000000000e+00       7.741461504290e-16       8.464666710614e-17       4.096607078987e-17 
 1625       5.014019965983e-11       3.017490914055e-12      -2.198862394345e-12       0.000000000000e+00       7.720895517445e-16       8.284034262162e-17       4.087964953671e-17 
 1626       5.004626633034e-11       3.012676534426e-12      -2.262951187053e-12       0.000000000000e+00       7.700393197456e-16       8.104083182317e-17       4.078932317215e-17 
 1627       4.995728072162e-11       3.007501512595e-12      -2.326653502271e-12       0.000000000000e+00       7.679954284523e-16       7.924868334222e-17       4.069512804855e-17 
 1628       4.987320980007e-11       3.001966683056e-12      -2.389940506805e-12       0.000000000000e+00       7.659578516111e-16       7.746444837334e-17       4.059710074751e-17 
 1629       4.979402029956e-11       2.996072889143e-12      -2.452783232417e-12       0.000000000000e+00       7.639265626944e-16       7.568868067807e-17       4.049527808025e-17 
 1630       4.971967872104e-11       2.989820983050e-12      -2.515152575622e-12       0.000000000000e+00       7.619015348998e-16       7.392193658880e-17       4.038969708801e-17 
 1631       4.965015133215e-11       2.983211825848e-12      -2.577019297486e-12       0.000000000000e+00       7.598827411498e-16       7.216477501260e-17       4.028039504242e-17 
 1632       4.958540416681e-11       2.976246287497e-12      -2.638354023420e-12       0.000000000000e+00       7.578701540915e-16       7.041775743509e-17       4.016740944585e-17 
 1633       4.952540302486e-11       2.968925246865e-12      -2.699127242981e-12       0.000000000000e+00       7.558637460954e-16       6.868144792427e-17       4.005077803183e-17 
 1634       4.947011347162e-11       2.961249591742e-12      -2.759309309663e-12       0.000000000000e+00       7.538634892557e-16       6.695641313444e-17       3.993053876538e-17 
 1635       4.941950083754e-11       2.953220218858e-12      -2.818870440697e-12       0.000000000000e+00       7.518693553891e-16       6.524322230998e-17       3.980672984343e-17 
 1636       4.937352366019e-11       2.944838704515e-12      -2.877783599848e-12       0.000000000000e+00       7.498813181972e-16       6.354241590176e-17       3.967938882831e-17 
 1637       4.933211394691e-11       2.936109323011e-12      -2.936033174415e-12       0.000000000000e+00       7.478993597738e-16       6.185441110145e-17       3.954855003901e-17 
 1638       4.929519673492e-11       2.927037046300e-12      -2.993606375417e-12       0.000000000000e+00       7.459234641547e-16       6.017959547011e-17       3.941424713734e-17 
 1639       4.926269663211e-11       2.917626875054e-12      -3.050490361567e-12       0.000000000000e+00       7.439536151599e-16       5.851835825147e-17       3.927651399304e-17 
 1640       4.923453781646e-11       2.907883838713e-12      -3.106672239191e-12       0.000000000000e+00       7.419897963934e-16       5.687109037435e-17       3.913538468408e-17 
 1641       4.921064403526e-11       2.897812995531e-12      -3.162139062156e-12       0.000000000000e+00       7.400319912427e-16       5.523818445518e-17       3.899089349702e-17 
 1642       4.919093860450e-11       2.887419432616e-12      -3.216877831796e-12       0.000000000000e+00       7.380801828783e-16       5.362003480037e-17       3.884307492737e-17 
 1643       4.917534440812e-11       2.876708265986e-12      -3.270875496839e-12       0.000000000000e+00       7.361343542535e-16       5.201703740881e-17       3.869196367988e-17 
 1644       4.916378389737e-11       2.865684640607e-12      -3.324118953330e-12       0.000000000000e+00       7.341944881038e-16       5.042958997431e-17       3.853759466891e-17 
 1645       4.915617909008e-11       2.854353730441e-12      -3.376595044558e-12       0.000000000000e+00       7.322605669465e-16       4.885809188802e-17       3.838000301877e-17 
 1646       4.915245157001e-11       2.842720738493e-12      -3.428290560981e-12       0.000000000000e+00       7.303325730804e-16       4.730294424095e-17       3.821922406405e-17 
 1647       4.915252248614e-11       2.830790896858e-12      -3.479192240154e-12       0.000000000000e+00       7.284104885853e-16       4.576454982634e-17       3.805529334993e-17 
 1648       4.915631255198e-11       2.818569466764e-12      -3.529286766650e-12       0.000000000000e+00       7.264942953214e-16       4.424331314214e-17       3.788824663259e-17 
 1649       4.916374204492e-11       2.806061738621e-12      -3.578560771992e-12       0.000000000000e+00       7.245839749295e-16       4.273964039350e-17       3.771811987948e-17 
 1650       4.917473080549e-11       2.793273032063e-12      -3.627000834573e-12       0.000000000000e+00       7.226795088297e-16       4.125393949516e-17       3.754494926968e-17 
 1651       4.918919823670e-11       2.780208695999e-12      -3.674593479585e-12       0.000000000000e+00       7.207808782218e-16       3.978662007391e-17       3.736877119425e-17 
 1652       4.920706330335e-11       2.766874108656e-12      -3.721325178943e-12       0.000000000000e+00       7.188880640844e-16       3.833809347110e-17       3.718962225657e-17 
 1653       4.922824453135e-11       2.753274677626e-12      -3.767182351212e-12       0.000000000000e+00       7.170010471746e-16       3.690877274500e-17       3.700753927264e-17 
 1654       4.925266000701e-11       2.739415839910e-12      -3.812151361531e-12       0.000000000000e+00       7.151198080276e-16       3.549907267332e-17       3.682255927148e-17 
 1655       4.928022737638e-11       2.725303061967e-12      -3.856218521540e-12       0.000000000000e+00       7.132443269564e-16       3.410940975561e-17       3.663471949540e-17 
 1656       4.931086384455e-11       2.710941839757e-12      -3.899370089306e-12       0.000000000000e+00       7.113745840511e-16       3.274020221577e-17       3.644405740040e-17 
 1657       4.934448617495e-11       2.696337698791e-12      -3.941592269249e-12       0.000000000000e+00       7.095105591788e-16       3.139187000442e-17       3.625061065647e-17 
 1658       4.938101068867e-11       2.681496194174e-12      -3.982871212063e-12       0.000000000000e+00       7.076522319830e-16       3.006483480143e-17       3.605441714794e-17 
 1659       4.942035326381e-11       2.666422910648e-12      -4.023193014650e-12       0.000000000000e+00       7.057995818832e-16       2.875952001831e-17       3.585551497381e-17 
 1660       4.946242933471e-11       2.651123462647e-12      -4.062543720038e-12       0.000000000000e+00       7.039525880747e-16       2.747635080070e-17       3.565394244812e-17 
 1661       4.950715389136e-11       2.635603494333e-12      -4.100909317310e-12       0.000000000000e+00       7.021112295276e-16       2.621575403078e-17       3.544973810023e-17 
 1662       4.955444147864e-11       2.619868679649e-12      -4.138275741531e-12       0.000000000000e+00       7.002754849873e-16       2.497815832977e-17       3.524294067522e-17 
 1663       4.960420619564e-11       2.603924722363e-12      -4.174628873672e-12       0.000000000000e+00       6.984453329730e-16       2.376399406033e-17       3.503358913420e-17 
 1664       4.965636169503e-11       2.587777356111e-12      -4.209954540533e-12       0.000000000000e+00       6.966207517784e-16       2.257369332905e-17       3.482172265462e-17 
 1665       4.971082118230e-11       2.571432344448e-12      -4.244238514675e-12       0.000000000000e+00       6.948017194704e-16       2.140768998887e-17       3.460738063067e-17 
