# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2125       2.653122784606e-11       5.661672060477e-13      -4.207693819843e-13       0.000000000000e+00       2.299990962812e-16       7.142843092893e-17       3.617902734342e-18 
 2126       2.641850449090e-11       5.681732949592e-13      -4.021496547459e-13       0.000000000000e+00       2.294850450133e-16       7.096996419334e-17       3.707964687782e-18 
 2127       2.630512957837e-11       5.702763931635e-13      -3.838683368281e-13       0.000000000000e+00       2.289722715778e-16       7.051101236385e-17       3.796082915200e-18 
 2128       2.619113033612e-11       5.724746541894e-13      -3.659305106085e-13       0.000000000000e+00       2.284607722362e-16       7.005160128123e-17       3.882261694864e-18 
 2129       2.607653409803e-11       5.747662238695e-13      -3.483412746915e-13       0.000000000000e+00       2.279505432191e-16       6.959175688221e-17       3.966505337460e-18 
 2130       2.596136830439e-11       5.771492403302e-13      -3.311057439266e-13       0.000000000000e+00       2.274415807262e-16       6.913150519967e-17       4.048818186142e-18 
 2131       2.584566050200e-11       5.796218339832e-13      -3.142290494258e-13       0.000000000000e+00       2.269338809268e-16       6.867087236273e-17       4.129204616570e-18 
 2132       2.572943834429e-11       5.821821275153e-13      -2.977163385817e-13       0.000000000000e+00       2.264274399591e-16       6.820988459684e-17       4.207669036962e-18 
 2133       2.561272959146e-11       5.848282358796e-13      -2.815727750852e-13       0.000000000000e+00       2.259222539305e-16       6.774856822391e-17       4.284215888133e-18 
 2134       2.549556211062e-11       5.875582662862e-13      -2.658035389438e-13       0.000000000000e+00       2.254183189175e-16       6.728694966242e-17       4.358849643543e-18 
 2135       2.537796387587e-11       5.903703181926e-13      -2.504138264990e-13       0.000000000000e+00       2.249156309656e-16       6.682505542753e-17       4.431574809340e-18 
 2136       2.525996296847e-11       5.932624832945e-13      -2.354088504445e-13       0.000000000000e+00       2.244141860894e-16       6.636291213117e-17       4.502395924405e-18 
 2137       2.514158757694e-11       5.962328455164e-13      -2.207938398441e-13       0.000000000000e+00       2.239139802723e-16       6.590054648221e-17       4.571317560396e-18 
 2138       2.502286599720e-11       5.992794810023e-13      -2.065740401493e-13       0.000000000000e+00       2.234150094667e-16       6.543798528649e-17       4.638344321793e-18 
 2139       2.490382663270e-11       6.024004581065e-13      -1.927547132176e-13       0.000000000000e+00       2.229172695938e-16       6.497525544701e-17       4.703480845945e-18 
 2140       2.478449799452e-11       6.055938373842e-13      -1.793411373301e-13       0.000000000000e+00       2.224207565437e-16       6.451238396397e-17       4.766731803112e-18 
 2141       2.466490870154e-11       6.088576715821e-13      -1.663386072095e-13       0.000000000000e+00       2.219254661753e-16       6.404939793496e-17       4.828101896507e-18 
 2142       2.454508748051e-11       6.121900056289e-13      -1.537524340377e-13       0.000000000000e+00       2.214313943161e-16       6.358632455498e-17       4.887595862348e-18 
 2143       2.442506236363e-11       6.155888346552e-13      -1.415868517004e-13       0.000000000000e+00       2.209385370182e-16       6.312320148624e-17       4.945225266960e-18 
 2144       2.430485827480e-11       6.190519777570e-13      -1.298417273155e-13       0.000000000000e+00       2.204468913276e-16       6.266010804455e-17       5.001028948766e-18 
 2145       2.418449942713e-11       6.225772033510e-13      -1.185158282703e-13       0.000000000000e+00       2.199564545201e-16       6.219713422611e-17       5.055052716023e-18 
 2146       2.406401012412e-11       6.261622710571e-13      -1.076079139437e-13       0.000000000000e+00       2.194672238457e-16       6.173437035771e-17       5.107342562661e-18 
 2147       2.394341475977e-11       6.298049316882e-13      -9.711673569659e-14       0.000000000000e+00       2.189791965286e-16       6.127190709705e-17       5.157944668505e-18 
 2148       2.382273781868e-11       6.335029272394e-13      -8.704103686019e-14       0.000000000000e+00       2.184923697673e-16       6.080983543314e-17       5.206905399494e-18 
 2149       2.370200387619e-11       6.372539908779e-13      -7.737955272602e-14       0.000000000000e+00       2.180067407345e-16       6.034824668668e-17       5.254271307908e-18 
 2150       2.358123759842e-11       6.410558469325e-13      -6.813101053499e-14       0.000000000000e+00       2.175223065770e-16       5.988723251045e-17       5.300089132586e-18 
 2151       2.346046374245e-11       6.449062108829e-13      -5.929412946672e-14       0.000000000000e+00       2.170390644158e-16       5.942688488968e-17       5.344405799149e-18 
 2152       2.333970715635e-11       6.488027893498e-13      -5.086762062892e-14       0.000000000000e+00       2.165570113458e-16       5.896729614245e-17       5.387268420226e-18 
 2153       2.321899277937e-11       6.527432800840e-13      -4.285018704669e-14       0.000000000000e+00       2.160761444361e-16       5.850855892004e-17       5.428724295670e-18 
 2154       2.309834564195e-11       6.567253719560e-13      -3.524052365181e-14       0.000000000000e+00       2.155964607297e-16       5.805076620736e-17       5.468820912784e-18 
 2155       2.297779086590e-11       6.607467449461e-13      -2.803731727214e-14       0.000000000000e+00       2.151179572436e-16       5.759401132328e-17       5.507605946544e-18 
 2156       2.285735366448e-11       6.648050701332e-13      -2.123924662084e-14       0.000000000000e+00       2.146406309688e-16       5.713838792104e-17       5.545127259817e-18 
 2157       2.273705934249e-11       6.688980096850e-13      -1.484498228581e-14       0.000000000000e+00       2.141644788699e-16       5.668398998865e-17       5.581432903588e-18 
 2158       2.261693329640e-11       6.730232168473e-13      -8.853186718912e-15       0.000000000000e+00       2.136894978858e-16       5.623091184922e-17       5.616571117178e-18 
 2159       2.249700101443e-11       6.771783359336e-13      -3.262514225354e-15       0.000000000000e+00       2.132156849288e-16       5.577924816141e-17       5.650590328469e-18 
 2160       2.237728807669e-11       6.813610023146e-13       1.928389047010e-15       0.000000000000e+00       2.127430368851e-16       5.532909391973e-17       5.683539154126e-18 
 2161       2.225782015525e-11       6.855688424079e-13       6.720885118349e-15       0.000000000000e+00       2.122715506148e-16       5.488054445500e-17       5.715466399817e-18 
 2162       2.213862301425e-11       6.897994736677e-13       1.111634418753e-14       0.000000000000e+00       2.118012229514e-16       5.443369543470e-17       5.746421060436e-18 
 2163       2.201972251004e-11       6.940505045739e-13       1.511614464282e-14       0.000000000000e+00       2.113320507024e-16       5.398864286333e-17       5.776452320327e-18 
 2164       2.190114459122e-11       6.983195346223e-13       1.872167307250e-14       0.000000000000e+00       2.108640306487e-16       5.354548308283e-17       5.805609553505e-18 
 2165       2.178291529883e-11       7.026041543137e-13       2.193432427563e-14       0.000000000000e+00       2.103971595448e-16       5.310431277294e-17       5.833942323877e-18 
 2166       2.166506076637e-11       7.069019451434e-13       2.475550127264e-14       0.000000000000e+00       2.099314341188e-16       5.266522895158e-17       5.861500385464e-18 
 2167       2.154760721997e-11       7.112104795915e-13       2.718661531607e-14       0.000000000000e+00       2.094668510722e-16       5.222832897527e-17       5.888333682628e-18 
 2168       2.143058097845e-11       7.155273211116e-13       2.922908590121e-14       0.000000000000e+00       2.090034070803e-16       5.179371053944e-17       5.914492350286e-18 
 2169       2.131400845346e-11       7.198500241208e-13       3.088434077678e-14       0.000000000000e+00       2.085410987914e-16       5.136147167888e-17       5.940026714140e-18 
 2170       2.119791614956e-11       7.241761339892e-13       3.215381595564e-14       0.000000000000e+00       2.080799228276e-16       5.093171076809e-17       5.964987290894e-18 
 2171       2.108233066434e-11       7.285031870298e-13       3.303895572541e-14       0.000000000000e+00       2.076198757840e-16       5.050452652168e-17       5.989424788479e-18 
 2172       2.096727868852e-11       7.328287104873e-13       3.354121265921e-14       0.000000000000e+00       2.071609542293e-16       5.008001799471e-17       6.013390106272e-18 
 2173       2.085278700605e-11       7.371502225285e-13       3.366204762627e-14       0.000000000000e+00       2.067031547053e-16       4.965828458313e-17       6.036934335323e-18 
 2174       2.073888249422e-11       7.414652322313e-13       3.340292980267e-14       0.000000000000e+00       2.062464737273e-16       4.923942602413e-17       6.060108758572e-18 
 2175       2.062559212376e-11       7.457712395746e-13       3.276533668196e-14       0.000000000000e+00       2.057909077835e-16       4.882354239652e-17       6.082964851076e-18 
 2176       2.051294295896e-11       7.500657354278e-13       3.175075408590e-14       0.000000000000e+00       2.053364533355e-16       4.841073412112e-17       6.105554280226e-18 
 2177       2.040096215777e-11       7.543462015402e-13       3.036067617507e-14       0.000000000000e+00       2.048831068180e-16       4.800110196114e-17       6.127928905973e-18 
 2178       2.028967697188e-11       7.586101105307e-13       2.859660545959e-14       0.000000000000e+00       2.044308646387e-16       4.759474702257e-17       6.150140781049e-18 
 2179       2.017911474686e-11       7.628549258776e-13       2.646005280977e-14       0.000000000000e+00       2.039797231784e-16       4.719177075455e-17       6.172242151191e-18 
 2180       2.006930292224e-11       7.670781019078e-13       2.395253746682e-14       0.000000000000e+00       2.035296787911e-16       4.679227494975e-17       6.194285455357e-18 
 2181       1.996026903164e-11       7.712770837865e-13       2.107558705350e-14       0.000000000000e+00       2.030807278036e-16       4.639636174478e-17       6.216323325958e-18 
 2182       1.985203791425e-11       7.754494844247e-13       1.783138983772e-14       0.000000000000e+00       2.026328667389e-16       4.600408354902e-17       6.238400362610e-18 
 2183       1.974462332873e-11       7.795936165203e-13       1.422475628479e-14       0.000000000000e+00       2.021860929883e-16       4.561529246343e-17       6.260528392670e-18 
 2184       1.963803628325e-11       7.837079640655e-13       1.026117068659e-14       0.000000000000e+00       2.017404041433e-16       4.522978985224e-17       6.282711045166e-18 
 2185       1.953228781906e-11       7.877910057473e-13       5.946140130644e-15       0.000000000000e+00       2.012957977736e-16       4.484737632190e-17       6.304951962207e-18 
 2186       1.942738901047e-11       7.918412149414e-13       1.285194527213e-15       0.000000000000e+00       2.008522714264e-16       4.446785172018e-17       6.327254798996e-18 
 2187       1.932335096493e-11       7.958570597065e-13      -3.716113363585e-15       0.000000000000e+00       2.004098226267e-16       4.409101513530e-17       6.349623223844e-18 
 2188       1.922018482304e-11       7.998370027780e-13      -9.052207904667e-15       0.000000000000e+00       1.999684488770e-16       4.371666489501e-17       6.372060918186e-18 
 2189       1.911790175860e-11       8.037795015621e-13      -1.471749055489e-14       0.000000000000e+00       1.995281476576e-16       4.334459856579e-17       6.394571576596e-18 
 2190       1.901651297864e-11       8.076830081298e-13      -2.070633984191e-14       0.000000000000e+00       1.990889164264e-16       4.297461295189e-17       6.417158906802e-18 
 2191       1.891602972344e-11       8.115459692114e-13      -2.701311133512e-14       0.000000000000e+00       1.986507526189e-16       4.260650409450e-17       6.439826629699e-18 
 2192       1.881646326658e-11       8.153668261898e-13      -3.363213761851e-14       0.000000000000e+00       1.982136536478e-16       4.224006727083e-17       6.462578479365e-18 
 2193       1.871782491498e-11       8.191440150950e-13      -4.055772826356e-14       0.000000000000e+00       1.977776169039e-16       4.187509699330e-17       6.485418203078e-18 
 2194       1.862012600891e-11       8.228759665979e-13      -4.778416980214e-14       0.000000000000e+00       1.973426397549e-16       4.151138700858e-17       6.508349561329e-18 
 2195       1.852337792207e-11       8.265611060046e-13      -5.530572569939e-14       0.000000000000e+00       1.969087195463e-16       4.114873029675e-17       6.531376327835e-18 
 2196       1.842759206156e-11       8.301978532502e-13      -6.311663632664e-14       0.000000000000e+00       1.964758536009e-16       4.078691907045e-17       6.554502289559e-18 
 2197       1.833277986798e-11       8.337846228929e-13      -7.121111893427e-14       0.000000000000e+00       1.960440392189e-16       4.042574477392e-17       6.577731246719e-18 
 2198       1.823895281542e-11       8.373198241080e-13      -7.958336762460e-14       0.000000000000e+00       1.956132736779e-16       4.006499808222e-17       6.601067012809e-18 
 2199       1.814612241152e-11       8.408018606820e-13      -8.822755332482e-14       0.000000000000e+00       1.951835542326e-16       3.970446890025e-17       6.624513414606e-18 
 2200       1.805430019750e-11       8.442291310066e-13      -9.713782375984e-14       0.000000000000e+00       1.947548781153e-16       3.934394636197e-17       6.648074292195e-18 
 2201       1.796349774817e-11       8.476000280726e-13      -1.063083034252e-13       0.000000000000e+00       1.943272425353e-16       3.898321882942e-17       6.671753498975e-18 
 2202       1.787372667199e-11       8.509129394644e-13      -1.157330935600e-13       0.000000000000e+00       1.939006446793e-16       3.862207389194e-17       6.695554901679e-18 
 2203       1.778499861113e-11       8.541662473532e-13      -1.254062721196e-13       0.000000000000e+00       1.934750817110e-16       3.826029836521e-17       6.719482380386e-18 
 2204       1.769732524143e-11       8.573583284918e-13      -1.353218937489e-13       0.000000000000e+00       1.930505507714e-16       3.789767829042e-17       6.743539828538e-18 
 2205       1.761071827251e-11       8.604875542084e-13      -1.454739897547e-13       0.000000000000e+00       1.926270489788e-16       3.753399893336e-17       6.767731152956e-18 
 2206       1.752518944777e-11       8.635522904005e-13      -1.558565680793e-13       0.000000000000e+00       1.922045734281e-16       3.716904478358e-17       6.792060273850e-18 
 2207       1.744075054443e-11       8.665508975288e-13      -1.664636132725e-13       0.000000000000e+00       1.917831211918e-16       3.680259955344e-17       6.816531124838e-18 
 2208       1.735741337354e-11       8.694817306117e-13      -1.772890864653e-13       0.000000000000e+00       1.913626893190e-16       3.643444617733e-17       6.841147652962e-18 
 2209       1.727518978007e-11       8.723431392190e-13      -1.883269253424e-13       0.000000000000e+00       1.909432748362e-16       3.606436681069e-17       6.865913818697e-18 
 2210       1.719409164291e-11       8.751334674660e-13      -1.995710441150e-13       0.000000000000e+00       1.905248747465e-16       3.569214282922e-17       6.890833595974e-18 
 2211       1.711413087488e-11       8.778510540074e-13      -2.110153334939e-13       0.000000000000e+00       1.901074860302e-16       3.531755482791e-17       6.915910972188e-18 
 2212       1.703531942283e-11       8.804942320317e-13      -2.226536606626e-13       0.000000000000e+00       1.896911056443e-16       3.494038262026e-17       6.941149948216e-18 
 2213       1.695766926762e-11       8.830613292548e-13      -2.344798692495e-13       0.000000000000e+00       1.892757305230e-16       3.456040523730e-17       6.966554538431e-18 
 2214       1.688119242418e-11       8.855506679143e-13      -2.464877793015e-13       0.000000000000e+00       1.888613575768e-16       3.417740092680e-17       6.992128770719e-18 
 2215       1.680590094152e-11       8.879605647634e-13      -2.586711872566e-13       0.000000000000e+00       1.884479836937e-16       3.379114715233e-17       7.017876686490e-18 
 2216       1.673180690280e-11       8.902893310649e-13      -2.710238659166e-13       0.000000000000e+00       1.880356057378e-16       3.340142059240e-17       7.043802340698e-18 
 2217       1.665892242534e-11       8.925352725856e-13      -2.835395644204e-13       0.000000000000e+00       1.876242205505e-16       3.300799713959e-17       7.069909801852e-18 
 2218       1.658725966068e-11       8.946966895898e-13      -2.962120082167e-13       0.000000000000e+00       1.872138249496e-16       3.261065189967e-17       7.096203152030e-18 
 2219       1.651683079457e-11       8.967718768335e-13      -3.090348990365e-13       0.000000000000e+00       1.868044157296e-16       3.220915919068e-17       7.122686486899e-18 
 2220       1.644764804705e-11       8.987591235587e-13      -3.220019148670e-13       0.000000000000e+00       1.863959896618e-16       3.180329254213e-17       7.149363915724e-18 
 2221       1.637972073355e-11       9.006569788720e-13      -3.351067522480e-13       0.000000000000e+00       1.859885436842e-16       3.139292451113e-17       7.176229268609e-18 
 2222       1.631304642703e-11       9.024650498040e-13      -3.483432535255e-13       0.000000000000e+00       1.855820754734e-16       3.097832685188e-17       7.203235144012e-18 
 2223       1.624761973766e-11       9.041832084988e-13      -3.617052803831e-13       0.000000000000e+00       1.851765828768e-16       3.055987232302e-17       7.230323657239e-18 
 2224       1.618343524640e-11       9.058113273065e-13      -3.751866715679e-13       0.000000000000e+00       1.847720637219e-16       3.013793505172e-17       7.257436714456e-18 
 2225       1.612048750499e-11       9.073492787843e-13      -3.887812428642e-13       0.000000000000e+00       1.843685158175e-16       2.971289053524e-17       7.284516012459e-18 
 2226       1.605877103588e-11       9.087969356968e-13      -4.024827870673e-13       0.000000000000e+00       1.839659369523e-16       2.928511564247e-17       7.311503038438e-18 
 2227       1.599828033219e-11       9.101541710164e-13      -4.162850739577e-13       0.000000000000e+00       1.835643248961e-16       2.885498861551e-17       7.338339069737e-18 
 2228       1.593900985772e-11       9.114208579240e-13      -4.301818502748e-13       0.000000000000e+00       1.831636773989e-16       2.842288907115e-17       7.364965173626e-18 
 2229       1.588095404685e-11       9.125968698091e-13      -4.441668396910e-13       0.000000000000e+00       1.827639921915e-16       2.798919800250e-17       7.391322207060e-18 
 2230       1.582410730457e-11       9.136820802708e-13      -4.582337427854e-13       0.000000000000e+00       1.823652669848e-16       2.755429778047e-17       7.417350816447e-18 
 2231       1.576846400639e-11       9.146763631178e-13      -4.723762370178e-13       0.000000000000e+00       1.819674994705e-16       2.711857215535e-17       7.442991437409e-18 
 2232       1.571401849831e-11       9.155795923691e-13      -4.865879767027e-13       0.000000000000e+00       1.815706873206e-16       2.668240625836e-17       7.468184294551e-18 
 2233       1.566076509682e-11       9.163916422546e-13      -5.008625929834e-13       0.000000000000e+00       1.811748281874e-16       2.624618660318e-17       7.492869401221e-18 
 2234       1.560869808883e-11       9.171123872154e-13      -5.151936938053e-13       0.000000000000e+00       1.807799197038e-16       2.581030108753e-17       7.516986559279e-18 
 2235       1.555781173165e-11       9.177417019043e-13      -5.295748638906e-13       0.000000000000e+00       1.803859594828e-16       2.537513899466e-17       7.540475358860e-18 
 2236       1.550810025293e-11       9.182794611865e-13      -5.439996647115e-13       0.000000000000e+00       1.799929451178e-16       2.494109099497e-17       7.563275178136e-18 
 2237       1.545955785065e-11       9.187255401395e-13      -5.584616344647e-13       0.000000000000e+00       1.796008741825e-16       2.450854914750e-17       7.585325183085e-18 
 2238       1.541217869308e-11       9.190798140545e-13      -5.729542880451e-13       0.000000000000e+00       1.792097442311e-16       2.407790690150e-17       7.606564327254e-18 
 2239       1.536595691872e-11       9.193421584360e-13      -5.874711170195e-13       0.000000000000e+00       1.788195527975e-16       2.364955909799e-17       7.626931351520e-18 
 2240       1.532088663628e-11       9.195124490029e-13      -6.020055896008e-13       0.000000000000e+00       1.784302973964e-16       2.322390197129e-17       7.646364783862e-18 
 2241       1.527696192467e-11       9.195905616885e-13      -6.165511506220e-13       0.000000000000e+00       1.780419755223e-16       2.280133315056e-17       7.664802939119e-18 
 2242       1.523417683290e-11       9.195763726416e-13      -6.311012215097e-13       0.000000000000e+00       1.776545846499e-16       2.238225166138e-17       7.682183918758e-18 
 2243       1.519252538011e-11       9.194697582261e-13      -6.456492002585e-13       0.000000000000e+00       1.772681222342e-16       2.196705792726e-17       7.698445610636e-18 
 2244       1.515200155548e-11       9.192705950225e-13      -6.601884614046e-13       0.000000000000e+00       1.768825857102e-16       2.155615377122e-17       7.713525688769e-18 
 2245       1.511259931823e-11       9.189787598276e-13      -6.747123559999e-13       0.000000000000e+00       1.764979724928e-16       2.114994241733e-17       7.727361613094e-18 
 2246       1.507431259756e-11       9.185941296552e-13      -6.892142115858e-13       0.000000000000e+00       1.761142799774e-16       2.074882849223e-17       7.739890629230e-18 
 2247       1.503713529263e-11       9.181165817368e-13      -7.036873321671e-13       0.000000000000e+00       1.757315055389e-16       2.035321802671e-17       7.751049768251e-18 
 2248       1.500106127252e-11       9.175459935220e-13      -7.181249981862e-13       0.000000000000e+00       1.753496465325e-16       1.996351845725e-17       7.760775846443e-18 
 2249       1.496608437619e-11       9.168822426787e-13      -7.325204664965e-13       0.000000000000e+00       1.749687002933e-16       1.958013862757e-17       7.769005465072e-18 
 2250       1.493219841243e-11       9.161252070939e-13      -7.468669703368e-13       0.000000000000e+00       1.745886641364e-16       1.920348879016e-17       7.775675010149e-18 
 2251       1.489939715984e-11       9.152747648741e-13      -7.611577193052e-13       0.000000000000e+00       1.742095353566e-16       1.883398060786e-17       7.780720652194e-18 
 2252       1.486767436681e-11       9.143307943457e-13      -7.753858993325e-13       0.000000000000e+00       1.738313112289e-16       1.847202715536e-17       7.784078345998e-18 
 2253       1.483702375144e-11       9.132931740557e-13      -7.895446726569e-13       0.000000000000e+00       1.734539890079e-16       1.811804292080e-17       7.785683830395e-18 
 2254       1.480743900153e-11       9.121617827717e-13      -8.036271777972e-13       0.000000000000e+00       1.730775659282e-16       1.777244380729e-17       7.785472628016e-18 
 2255       1.477891377455e-11       9.109364994830e-13      -8.176265295273e-13       0.000000000000e+00       1.727020392040e-16       1.743564713446e-17       7.783380045063e-18 
 2256       1.475144169758e-11       9.096172034009e-13      -8.315358188495e-13       0.000000000000e+00       1.723274060295e-16       1.710807164000e-17       7.779341171070e-18 
 2257       1.472501636731e-11       9.082037739587e-13      -8.453481129690e-13       0.000000000000e+00       1.719536635785e-16       1.679013748124e-17       7.773290878665e-18 
 2258       1.469963134996e-11       9.066960908128e-13      -8.590564552678e-13       0.000000000000e+00       1.715808090047e-16       1.648226623665e-17       7.765163823341e-18 
 2259       1.467528018127e-11       9.050940338429e-13      -8.726538652779e-13       0.000000000000e+00       1.712088394412e-16       1.618488090744e-17       7.754894443214e-18 
 2260       1.465195482403e-11       9.033976843071e-13      -8.861339374524e-13       0.000000000000e+00       1.708377521687e-16       1.589829514658e-17       7.742434379524e-18 
 2261       1.462964102997e-11       9.016079297294e-13      -8.994926417669e-13       0.000000000000e+00       1.704675451188e-16       1.562238015873e-17       7.727804861925e-18 
 2262       1.460832294771e-11       8.997258629314e-13      -9.127265347297e-13       0.000000000000e+00       1.700982163740e-16       1.535689564564e-17       7.711044662073e-18 
 2263       1.458798466248e-11       8.977525812392e-13      -9.258321616328e-13       0.000000000000e+00       1.697297639996e-16       1.510160038161e-17       7.692192703878e-18 
 2264       1.456861019595e-11       8.956891864881e-13      -9.388060565400e-13       0.000000000000e+00       1.693621860442e-16       1.485625221248e-17       7.671288063680e-18 
 2265       1.455018350625e-11       8.935367850279e-13      -9.516447422746e-13       0.000000000000e+00       1.689954805394e-16       1.462060805454e-17       7.648369970421e-18 
 2266       1.453268848780e-11       8.912964877285e-13      -9.643447304077e-13       0.000000000000e+00       1.686296455000e-16       1.439442389351e-17       7.623477805819e-18 
 2267       1.451610897131e-11       8.889694099847e-13      -9.769025212458e-13       0.000000000000e+00       1.682646789238e-16       1.417745478344e-17       7.596651104541e-18 
 2268       1.450042872369e-11       8.865566717215e-13      -9.893146038191e-13       0.000000000000e+00       1.679005787917e-16       1.396945484573e-17       7.567929554380e-18 
 2269       1.448563144795e-11       8.840593973993e-13      -1.001577455869e-12       0.000000000000e+00       1.675373430675e-16       1.377017726797e-17       7.537352996425e-18 
 2270       1.447170078316e-11       8.814787160193e-13      -1.013687543838e-12       0.000000000000e+00       1.671749696981e-16       1.357937430301e-17       7.504961425237e-18 
 2271       1.445862030436e-11       8.788157611286e-13      -1.025641322854e-12       0.000000000000e+00       1.668134566133e-16       1.339679726781e-17       7.470794989022e-18 
 2272       1.444637352249e-11       8.760716708252e-13      -1.037435236722e-12       0.000000000000e+00       1.664528017258e-16       1.322219654241e-17       7.434893989804e-18 
 2273       1.443494388433e-11       8.732475877633e-13      -1.049065717909e-12       0.000000000000e+00       1.660930029314e-16       1.305532156892e-17       7.397298883599e-18 
 2274       1.442431477240e-11       8.703446591590e-13      -1.060529187535e-12       0.000000000000e+00       1.657340581085e-16       1.289592085042e-17       7.358050280591e-18 
 2275       1.441446950491e-11       8.673640367946e-13      -1.071822055359e-12       0.000000000000e+00       1.653759651188e-16       1.274374194990e-17       7.317188945303e-18 
 2276       1.440539133568e-11       8.643068770247e-13      -1.082940719767e-12       0.000000000000e+00       1.650187218065e-16       1.259853148926e-17       7.274755796772e-18 
 2277       1.439706345407e-11       8.611743407807e-13      -1.093881567761e-12       0.000000000000e+00       1.646623259987e-16       1.246003514820e-17       7.230791908722e-18 
 2278       1.438946898489e-11       8.579675935764e-13      -1.104640974946e-12       0.000000000000e+00       1.643067755054e-16       1.232799766319e-17       7.185338509738e-18 
 2279       1.438259098836e-11       8.546878055134e-13      -1.115215305519e-12       0.000000000000e+00       1.639520681193e-16       1.220216282643e-17       7.138436983441e-18 
 2280       1.437641246000e-11       8.513361512855e-13      -1.125600912256e-12       0.000000000000e+00       1.635982016159e-16       1.208227348477e-17       7.090128868659e-18 
 2281       1.437091633060e-11       8.479138101849e-13      -1.135794136500e-12       0.000000000000e+00       1.632451737534e-16       1.196807153867e-17       7.040455859605e-18 
 2282       1.436608546610e-11       8.444219661068e-13      -1.145791308149e-12       0.000000000000e+00       1.628929822728e-16       1.185929794115e-17       6.989459806046e-18 
 2283       1.436190266755e-11       8.408618075547e-13      -1.155588745647e-12       0.000000000000e+00       1.625416248978e-16       1.175569269672e-17       6.937182713480e-18 
 2284       1.435835067103e-11       8.372345276456e-13      -1.165182755966e-12       0.000000000000e+00       1.621910993345e-16       1.165699486035e-17       6.883666743307e-18 
 2285       1.435541214756e-11       8.335413241154e-13      -1.174569634599e-12       0.000000000000e+00       1.618414032720e-16       1.156294253641e-17       6.828954213006e-18 
 2286       1.435306970306e-11       8.297833993239e-13      -1.183745665545e-12       0.000000000000e+00       1.614925343818e-16       1.147327287758e-17       6.773087596307e-18 
 2287       1.435130587825e-11       8.259619602603e-13      -1.192707121301e-12       0.000000000000e+00       1.611444903180e-16       1.138772208386e-17       6.716109523365e-18 
 2288       1.435010314858e-11       8.220782185477e-13      -1.201450262845e-12       0.000000000000e+00       1.607972687175e-16       1.130602540146e-17       6.658062780933e-18 
 2289       1.434944392416e-11       8.181333904493e-13      -1.209971339626e-12       0.000000000000e+00       1.604508671994e-16       1.122791712179e-17       6.598990312536e-18 
 2290       1.434931054971e-11       8.141286968728e-13      -1.218266589553e-12       0.000000000000e+00       1.601052833657e-16       1.115313058037e-17       6.538935218647e-18 
 2291       1.434968530445e-11       8.100653633761e-13      -1.226332238983e-12       0.000000000000e+00       1.597605148006e-16       1.108139815581e-17       6.477940756856e-18 
 2292       1.435055040205e-11       8.059446201722e-13      -1.234164502706e-12       0.000000000000e+00       1.594165590710e-16       1.101245126872e-17       6.416050342049e-18 
 2293       1.435188799054e-11       8.017677021345e-13      -1.241759583938e-12       0.000000000000e+00       1.590734137260e-16       1.094602038068e-17       6.353307546579e-18 
 2294       1.435368015228e-11       7.975358488021e-13      -1.249113674303e-12       0.000000000000e+00       1.587310762975e-16       1.088183499319e-17       6.289756100439e-18 
 2295       1.435590890381e-11       7.932503043850e-13      -1.256222953827e-12       0.000000000000e+00       1.583895442995e-16       1.081962364660e-17       6.225439891438e-18 
 2296       1.435855619586e-11       7.889123177691e-13      -1.263083590922e-12       0.000000000000e+00       1.580488152285e-16       1.075911391908e-17       6.160402965372e-18 
 2297       1.436160391323e-11       7.845231425217e-13      -1.269691742374e-12       0.000000000000e+00       1.577088865634e-16       1.070003242552e-17       6.094689526201e-18 
 2298       1.436503387471e-11       7.800840368965e-13      -1.276043553333e-12       0.000000000000e+00       1.573697557654e-16       1.064210481655e-17       6.028343936220e-18 
 2299       1.436882823222e-11       7.755963073196e-13      -1.282135889203e-12       0.000000000000e+00       1.570314204224e-16       1.058510989326e-17       5.961412250895e-18 
 2300       1.437297067101e-11       7.710614391402e-13      -1.287968536423e-12       0.000000000000e+00       1.566938786828e-16       1.052904233040e-17       5.893946833701e-18 
 2301       1.437744521693e-11       7.664809667229e-13      -1.293542015680e-12       0.000000000000e+00       1.563571288244e-16       1.047395098739e-17       5.826001771017e-18 
 2302       1.438223583792e-11       7.618564300486e-13      -1.298856851278e-12       0.000000000000e+00       1.560211691104e-16       1.041988488667e-17       5.757631340343e-18 
 2303       1.438732644388e-11       7.571893747212e-13      -1.303913571143e-12       0.000000000000e+00       1.556859977892e-16       1.036689321398e-17       5.688890010510e-18 
 2304       1.439270088666e-11       7.524813519734e-13      -1.308712706834e-12       0.000000000000e+00       1.553516130942e-16       1.031502531844e-17       5.619832441888e-18 
